;repository;id;newick;computing_time;reconciliation
37;40;38;"((((((((((transcript25_ENSMPUG00000020072,transcript7_ENSMPUG00000020072),transcript24_ENSMPUG00000020072),transcript23_ENSMPUG00000020072),transcript22_ENSMPUG00000020072),transcript20_ENSMPUG00000020072),transcript17_ENSMPUG00000020072),transcript10_ENSMPUG00000020072),((transcript17_ENSECAG00000007947,transcript10_ENSECAG00000007947),transcript12_ENSECAG00000007947)),(((transcript22_ENSMLUG00000027828,transcript13_ENSMLUG00000027828),transcript14_ENSMLUG00000027828),transcript9_ENSMLUG00000027828)),((((((transcript26_ENSCCNG00000000226,transcript7_ENSCCNG00000000226),transcript24_ENSCCNG00000000226),transcript18_ENSCCNG00000000226),transcript9_ENSCCNG00000000226),((((((transcript33_ENSCPOG00000024843,transcript7_ENSCPOG00000024843),transcript32_ENSCPOG00000024843),transcript24_ENSCPOG00000024843),transcript18_ENSCPOG00000024843),transcript17_ENSCPOG00000024843),transcript9_ENSCPOG00000024843)),(((transcript26_ENSSTOG00000019743,transcript7_ENSSTOG00000019743),transcript17_ENSSTOG00000019743),transcript9_ENSSTOG00000019743)));";0.012684345245361328;"((((((((((transcript25_ENSMPUG00000020072:1[&&NHX:evol=speciation],transcript7_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript24_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript23_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript22_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript20_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript17_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript10_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],((transcript17_ENSECAG00000007947:1[&&NHX:evol=speciation],transcript10_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript12_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(((transcript22_ENSMLUG00000027828:1[&&NHX:evol=speciation],transcript13_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript14_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript9_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],((((((transcript26_ENSCCNG00000000226:1[&&NHX:evol=speciation],transcript7_ENSCCNG00000000226:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript24_ENSCCNG00000000226:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript18_ENSCCNG00000000226:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript9_ENSCCNG00000000226:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],((((((transcript33_ENSCPOG00000024843:1[&&NHX:evol=speciation],transcript7_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript32_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript24_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript18_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript17_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript9_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(((transcript26_ENSSTOG00000019743:1[&&NHX:evol=speciation],transcript7_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript17_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript9_ENSSTOG00000019743:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
38;41;39;"(((transcript24_ENSCGRG00015005362,transcript24_ENSCGRG00000018457),(transcript32_ENSCGRG00001010245,transcript7_ENSCGRG00001010245)),(transcript32_ENSPEMG00000024651,transcript24_ENSPEMG00000024651));";0.010427474975585938;"(((transcript24_ENSCGRG00015005362:1[&&NHX:evol=speciation],transcript24_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],(transcript32_ENSCGRG00001010245:1[&&NHX:evol=speciation],transcript7_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(transcript32_ENSPEMG00000024651:1[&&NHX:evol=speciation],transcript24_ENSPEMG00000024651:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation]):1[&&NHX:evol=speciation];"
39;42;40;"((((transcript42_ENSRNOG00000031503,transcript8_ENSRNOG00000031503),((transcript8_ENSMSIG00000000513,transcript47_MGP-SPRETEiJ-G0021131),((((transcript55_ENSMUSG00000054036,transcript8_ENSMUSG00000054036),transcript54_ENSMUSG00000054036),transcript47_ENSMUSG00000054036),transcript42_ENSMUSG00000054036))),((((transcript48_ENSMUGG00000013649,transcript7_ENSMUGG00000013649),transcript47_ENSMUGG00000013649),transcript44_ENSMUGG00000013649),((((transcript54_ENSMUGG00000013592,transcript7_ENSMUGG00000013592),transcript53_ENSMUGG00000013592),transcript52_ENSMUGG00000013592),transcript28_ENSMUGG00000013592))),transcript25_ENSPEMG00000024651);";0.011619329452514648;"((((transcript42_ENSRNOG00000031503:1[&&NHX:evol=speciation],transcript8_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],((transcript8_ENSMSIG00000000513:1[&&NHX:evol=speciation],transcript47_MGP-SPRETEiJ-G0021131:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],((((transcript55_ENSMUSG00000054036:1[&&NHX:evol=speciation],transcript8_ENSMUSG00000054036:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript54_ENSMUSG00000054036:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript47_ENSMUSG00000054036:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript42_ENSMUSG00000054036:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],((((transcript48_ENSMUGG00000013649:1[&&NHX:evol=speciation],transcript7_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript47_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript44_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],((((transcript54_ENSMUGG00000013592:1[&&NHX:evol=speciation],transcript7_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript53_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript52_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript28_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=duplication])1:1[&&NHX:evol=speciation],transcript25_ENSPEMG00000024651:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
40;43;41;"(((transcript33_MGP-PahariEiJ-G0020237,transcript33_ENSMUSG00000054036),(transcript34_ENSRNOG00000031503,transcript27_ENSRNOG00000031503)),(((((((transcript49_ENSMUGG00000013649,transcript27_ENSMUGG00000013649),transcript46_ENSMUGG00000013649),transcript45_ENSMUGG00000013649),transcript40_ENSMUGG00000013649),transcript38_ENSMUGG00000013649),transcript37_ENSMUGG00000013649),transcript39_ENSMUGG00000013592));";0.005986452102661133;"(((transcript33_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation],transcript33_ENSMUSG00000054036:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],(transcript34_ENSRNOG00000031503:1[&&NHX:evol=speciation],transcript27_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(((((((transcript49_ENSMUGG00000013649:1[&&NHX:evol=speciation],transcript27_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript46_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript45_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript40_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript38_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript37_ENSMUGG00000013649:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript39_ENSMUGG00000013592:1[&&NHX:evol=speciation])1:1[&&NHX:evol=duplication]):1[&&NHX:evol=speciation];"
41;44;42;"(((transcript33_ENSCGRG00015005362,transcript33_ENSCGRG00000018457),transcript40_ENSCGRG00001010245),((((transcript42_ENSCGRG00015005362,transcript47_ENSCGRG00000018457),((transcript43_ENSCGRG00015005362,transcript7_ENSCGRG00015005362),transcript7_ENSCGRG00000018457)),(transcript41_ENSCGRG00015005362,transcript46_ENSCGRG00000018457)),transcript33_ENSCGRG00001010245));";0.014116764068603516;"(((transcript33_ENSCGRG00015005362:1[&&NHX:evol=speciation],transcript33_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],transcript40_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],((((transcript42_ENSCGRG00015005362:1[&&NHX:evol=speciation],transcript47_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],((transcript43_ENSCGRG00015005362:1[&&NHX:evol=speciation],transcript7_ENSCGRG00015005362:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript7_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],(transcript41_ENSCGRG00015005362:1[&&NHX:evol=speciation],transcript46_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript33_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation]):1[&&NHX:evol=creation];"
42;45;43;"((transcript27_ENSSTOG00000019743,(((transcript35_ENSNGAG00000018584,transcript26_ENSNGAG00000018584),transcript34_ENSNGAG00000018584),transcript33_ENSNGAG00000018584)),((transcript35_ENSCCNG00000000226,transcript22_ENSCCNG00000000226),transcript21_ENSCPOG00000024843));";0.010923624038696289;"((transcript27_ENSSTOG00000019743:1[&&NHX:evol=speciation],(((transcript35_ENSNGAG00000018584:1[&&NHX:evol=speciation],transcript26_ENSNGAG00000018584:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript34_ENSNGAG00000018584:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript33_ENSNGAG00000018584:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],((transcript35_ENSCCNG00000000226:1[&&NHX:evol=speciation],transcript22_ENSCCNG00000000226:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript21_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
43;46;44;"(((((transcript28_ENSMPUG00000020072,transcript7_ENSMPUG00000020072),transcript25_ENSMPUG00000020072),((((transcript33_ENSECAG00000007947,transcript12_ENSECAG00000007947),transcript32_ENSECAG00000007947),transcript31_ENSECAG00000007947),transcript23_ENSECAG00000007947)),((((((transcript27_ENSMLUG00000027828,transcript12_ENSMLUG00000027828),transcript26_ENSMLUG00000027828),transcript25_ENSMLUG00000027828),transcript16_ENSMLUG00000027828),transcript15_ENSMLUG00000027828),transcript7_ENSMLUG00000027828)),(transcript7_ENSSTOG00000019743,transcript7_ENSCCNG00000000226));";0.007219552993774414;"(((((transcript28_ENSMPUG00000020072:1[&&NHX:evol=speciation],transcript7_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript25_ENSMPUG00000020072:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],((((transcript33_ENSECAG00000007947:1[&&NHX:evol=speciation],transcript12_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript32_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript31_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript23_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],((((((transcript27_ENSMLUG00000027828:1[&&NHX:evol=speciation],transcript12_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript26_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript25_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript16_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript15_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript7_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(transcript7_ENSSTOG00000019743:1[&&NHX:evol=speciation],transcript7_ENSCCNG00000000226:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
44;47;45;"((((transcript37_ENSCCNG00000000226,transcript29_ENSCCNG00000000226),transcript36_ENSCCNG00000000226),transcript30_ENSCCNG00000000226),((transcript32_ENSCPOG00000024843,transcript8_ENSCPOG00000024843),transcript30_ENSCPOG00000024843));";0.01219630241394043;"((((transcript37_ENSCCNG00000000226:1[&&NHX:evol=speciation],transcript29_ENSCCNG00000000226:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript36_ENSCCNG00000000226:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript30_ENSCCNG00000000226:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],((transcript32_ENSCPOG00000024843:1[&&NHX:evol=speciation],transcript8_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript30_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation]):1[&&NHX:evol=speciation];"
45;48;46;"(((((((transcript51_ENSCGRG00001010245,transcript31_ENSCGRG00001010245),transcript50_ENSCGRG00001010245),transcript49_ENSCGRG00001010245),transcript37_ENSCGRG00001010245),transcript37_ENSCGRG00000018457),(((transcript43_ENSPEMG00000024651,transcript42_ENSPEMG00000024651),transcript31_ENSPEMG00000024651),transcript7_ENSPEMG00000024651)),transcript42_ENSMUGG00000013649);";0.03054976463317871;"(((((((transcript51_ENSCGRG00001010245:1[&&NHX:evol=speciation],transcript31_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript50_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript49_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript37_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript37_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],(((transcript43_ENSPEMG00000024651:1[&&NHX:evol=speciation],transcript42_ENSPEMG00000024651:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript31_ENSPEMG00000024651:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript7_ENSPEMG00000024651:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],transcript42_ENSMUGG00000013649:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
46;49;47;"(((transcript44_ENSRNOG00000031503,transcript36_ENSRNOG00000031503),transcript37_ENSRNOG00000031503),(((((((transcript52_MGP-PahariEiJ-G0020237,transcript50_MGP-PahariEiJ-G0020237),transcript51_MGP-PahariEiJ-G0020237),transcript49_MGP-PahariEiJ-G0020237),transcript39_MGP-PahariEiJ-G0020237),transcript37_MGP-PahariEiJ-G0020237),transcript9_MGP-PahariEiJ-G0020237),transcript7_MGP-PahariEiJ-G0020237));";0.02251720428466797;"(((transcript44_ENSRNOG00000031503:1[&&NHX:evol=speciation],transcript36_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript37_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],(((((((transcript52_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation],transcript50_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript51_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript49_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript39_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript37_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript9_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript7_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation]):1[&&NHX:evol=speciation];"
47;50;48;"((((((((transcript62_ENSMSIG00000000513,transcript8_ENSMSIG00000000513),transcript61_ENSMSIG00000000513),transcript60_ENSMSIG00000000513),transcript49_ENSMSIG00000000513),(((transcript66_MGP-SPRETEiJ-G0021131,transcript40_MGP-SPRETEiJ-G0021131),transcript65_MGP-SPRETEiJ-G0021131),transcript49_MGP-SPRETEiJ-G0021131)),(transcript46_ENSMUSG00000054036,transcript7_ENSMUSG00000054036)),(transcript47_MGP-CAROLIEiJ-G0020234,transcript38_MGP-CAROLIEiJ-G0020234)),transcript38_MGP-PahariEiJ-G0020237);";0.019977331161499023;"((((((((transcript62_ENSMSIG00000000513:1[&&NHX:evol=speciation],transcript8_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript61_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript60_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript49_ENSMSIG00000000513:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],(((transcript66_MGP-SPRETEiJ-G0021131:1[&&NHX:evol=speciation],transcript40_MGP-SPRETEiJ-G0021131:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript65_MGP-SPRETEiJ-G0021131:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript49_MGP-SPRETEiJ-G0021131:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(transcript46_ENSMUSG00000054036:1[&&NHX:evol=speciation],transcript7_ENSMUSG00000054036:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(transcript47_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation],transcript38_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],transcript38_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
48;51;49;"(transcript24_ENSNGAG00000018584,(((transcript28_MGP-CAROLIEiJ-G0020234,transcript28_ENSMUSG00000054036),transcript28_MGP-PahariEiJ-G0020237),((transcript28_ENSRNOG00000031503,transcript24_ENSRNOG00000031503),transcript7_ENSRNOG00000031503)));";0.00585174560546875;"(transcript24_ENSNGAG00000018584:1[&&NHX:evol=speciation],(((transcript28_MGP-CAROLIEiJ-G0020234:1[&&NHX:evol=speciation],transcript28_ENSMUSG00000054036:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],transcript28_MGP-PahariEiJ-G0020237:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],((transcript28_ENSRNOG00000031503:1[&&NHX:evol=speciation],transcript24_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript7_ENSRNOG00000031503:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
49;52;50;"(((transcript6_ENSMPUG00000020072,((((transcript21_ENSECAG00000007947,transcript7_ENSECAG00000007947),transcript20_ENSECAG00000007947),transcript19_ENSECAG00000007947),transcript6_ENSECAG00000007947)),(transcript13_ENSMLUG00000027828,transcript7_ENSMLUG00000027828)),((transcript15_ENSSTOG00000019743,(((transcript15_ENSCGRG00015005362,(transcript36_ENSCGRG00000018457,transcript15_ENSCGRG00000018457)),transcript15_ENSCGRG00001010245),transcript15_ENSPEMG00000024651)),transcript25_ENSCPOG00000024843));";0.008054494857788086;"(((transcript6_ENSMPUG00000020072:1[&&NHX:evol=speciation],((((transcript21_ENSECAG00000007947:1[&&NHX:evol=speciation],transcript7_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript20_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript19_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation],transcript6_ENSECAG00000007947:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],(transcript13_ENSMLUG00000027828:1[&&NHX:evol=speciation],transcript7_ENSMLUG00000027828:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],((transcript15_ENSSTOG00000019743:1[&&NHX:evol=speciation],(((transcript15_ENSCGRG00015005362:1[&&NHX:evol=speciation],(transcript36_ENSCGRG00000018457:1[&&NHX:evol=speciation],transcript15_ENSCGRG00000018457:1[&&NHX:evol=speciation])1:1[&&NHX:evol=creation])1:1[&&NHX:evol=speciation],transcript15_ENSCGRG00001010245:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],transcript15_ENSPEMG00000024651:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation],transcript25_ENSCPOG00000024843:1[&&NHX:evol=speciation])1:1[&&NHX:evol=speciation]):1[&&NHX:evol=speciation];"
